name,available,status,active_power,reactive_power,rating,active_power_limits,reactive_power_limits,ramp_limits,operation_cost,base_power,time_limits,must_run,prime_mover_type,fuel,services,time_at_status,dynamic_injector,bus_name,bus_number,area
gen-1485,true,true,0.0,0.0,0.011000000000000001,"(min = 0.0, max = 0.011000000000000001)","(min = 0.0, max = 0.0)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(24.5037276, 248.251086), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,OT,NATURAL_GAS,Service[],10000.0,,bus-1512,1512,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1436,true,true,0.0,0.0,0.13901438774457847,"(min = 0.0, max = 0.002)","(min = -0.095, max = 0.139)","(up = 2.64e-5, down = 2.64e-5)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(22.409643000000003, 554.685123), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 12.0, down = 6.0)",false,ST,MUNICIPAL_WASTE,Service[],10000.0,,bus-1006,1006,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-468,true,true,0.0,0.0,0.3086979822397433,"(min = 0.0, max = 0.015)","(min = -0.20800000000000002, max = 0.308333333)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(25.05, 57.6), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,IC,RESIDUAL_FUEL_OIL,Service[],10000.0,,bus-8199,8199,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-581,true,true,0.69610085,0.0,0.75,"(min = 0.0, max = 0.75)","(min = 0.0, max = 0.0)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(15.122921400000001, 434.063826), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-1665,1665,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-644,true,true,0.136001001,0.0,0.136,"(min = 0.0, max = 0.136)","(min = 0.0, max = 0.0)","(up = 0.0014000000000000002, down = 0.0014000000000000002)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(15.4560715, 1243.53602), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,CT,NATURAL_GAS,Service[],10000.0,,bus-384,384,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-642,true,true,0.0,0.0,1.1250607790418294,"(min = 0.0, max = 0.015)","(min = -0.685764706, max = 1.1249607799999999)","(up = 5.4000000000000005e-5, down = 5.4000000000000005e-5)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(24.5037276, 248.251086), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 2.0, down = 4.0)",false,ST,NATURAL_GAS,Service[],10000.0,,bus-554,554,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1676,true,true,0.0,0.0,0.13980700983856284,"(min = 0.0, max = 0.015)","(min = -0.095, max = 0.139)","(up = 2.64e-5, down = 2.64e-5)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(22.409643000000003, 554.685123), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 12.0, down = 6.0)",false,ST,MUNICIPAL_WASTE,Service[],10000.0,,bus-8000,8000,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-213,true,true,0.8530063,0.0,1.0037180879111425,"(min = 0.0, max = 0.853)","(min = -0.284, max = 0.529)","(up = 0.0014000000000000002, down = 0.0014000000000000002)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(8.49648297, 1399.03018), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,CT,NATURAL_GAS,Service[],10000.0,,bus-346,346,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1811,true,true,0.0,0.0,0.011000000000000001,"(min = 0.0, max = 0.011000000000000001)","(min = 0.0, max = 0.0)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(24.5037276, 248.251086), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,OT,NATURAL_GAS,Service[],10000.0,,bus-1810,1810,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1259,true,true,0.698771617,0.0,1.3406959182166238,"(min = 0.0, max = 1.318)","(min = -0.143219355, max = 0.245645161)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(15.1584724, 428.748492), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-8003,8003,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1622,true,true,0.0,0.0,0.013999999999999999,"(min = 0.0, max = 0.013999999999999999)","(min = 0.0, max = 0.0)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(24.5037276, 248.251086), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,OT,NATURAL_GAS,Service[],10000.0,,bus-16,16,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-661,true,true,0.19300141499999998,0.0,0.21759882812184447,"(min = 0.0, max = 0.193)","(min = -0.044500000000000005, max = 0.1005)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(15.604003, 102.705607), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,OT,OTHER,Service[],10000.0,,bus-467,467,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-720,true,true,0.0310002272,0.0,0.24759350783636455,"(min = 0.0, max = 0.031)","(min = -0.143219355, max = 0.245645161)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(13.502241700000003, 315.964182), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-8239,8239,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-476,true,true,0.09100066899999999,0.0,0.8369617673466334,"(min = 0.0, max = 0.091)","(min = -0.447, max = 0.8320000000000001)","(up = 0.0014000000000000002, down = 0.0014000000000000002)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(15.236961, 1547.8861), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,CT,NATURAL_GAS,Service[],10000.0,,bus-1699,1699,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1406,true,true,0.052000382500000004,0.0,0.25108871962458995,"(min = 0.0, max = 0.052000000000000005)","(min = -0.143219355, max = 0.245645161)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(13.502241700000003, 315.964182), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-377,377,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-225,true,true,0.66971731,0.0,1.109533931487774,"(min = 0.0, max = 1.082)","(min = -0.143219355, max = 0.245645161)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(16.8059313, 372.365163), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-2401,2401,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1013,true,true,0.0,0.0,0.22332292516947294,"(min = 0.0, max = 0.125)","(min = -0.10325, max = 0.18506250000000002)","(up = 2.64e-5, down = 2.64e-5)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(34.9374205, 111.511326), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 12.0, down = 6.0)",false,ST,WOOD_WASTE_SOLIDS,Service[],10000.0,,bus-607,607,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-408,true,true,0.0,0.0,0.075,"(min = 0.0, max = 0.06)","(min = -0.02, max = 0.045)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(25.05, 57.6), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,IC,RESIDUAL_FUEL_OIL,Service[],10000.0,,bus-552,552,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1368,true,true,1.83553742,0.0,2.0725137737618073,"(min = 0.0, max = 1.98)","(min = -0.358709497, max = 0.612301676)","(up = 0.0014000000000000002, down = 0.0014000000000000002)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(12.5075294, 2412.81753), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,CT,NATURAL_GAS,Service[],10000.0,,bus-8094,8094,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1437,true,true,0.0,0.0,0.13901438774457847,"(min = 0.0, max = 0.002)","(min = -0.095, max = 0.139)","(up = 2.64e-5, down = 2.64e-5)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(22.409643000000003, 554.685123), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 12.0, down = 6.0)",false,ST,MUNICIPAL_WASTE,Service[],10000.0,,bus-1006,1006,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-398,true,true,0.504003669,0.0,0.5599571412170756,"(min = 0.0, max = 0.504)","(min = -0.168, max = 0.244)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(14.5116537, 283.573452), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-1801,1801,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1875,true,true,0.0,0.0,0.011000000000000001,"(min = 0.0, max = 0.011000000000000001)","(min = 0.0, max = 0.0)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(24.5037276, 248.251086), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,OT,NATURAL_GAS,Service[],10000.0,,bus-1244,1244,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-457,true,true,0.060000441599999996,0.0,0.25286665482565296,"(min = 0.0, max = 0.06)","(min = -0.143219355, max = 0.245645161)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(13.502241700000003, 315.964182), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-243,243,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-903,true,true,0.112000826,0.0,0.11199999999999999,"(min = 0.0, max = 0.11199999999999999)","(min = 0.0, max = 0.0)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(13.5372642, 318.861829), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-7698,7698,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1065,true,true,0.0,0.0,0.002,"(min = 0.0, max = 0.002)","(min = 0.0, max = 0.0)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(24.5037276, 248.251086), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,OT,NATURAL_GAS,Service[],10000.0,,bus-1127,1127,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-204,true,true,0.432003189,0.0,0.7493579534724436,"(min = 0.0, max = 0.43200000000000005)","(min = -0.358709497, max = 0.612301676)","(up = 0.0014000000000000002, down = 0.0014000000000000002)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(13.5754577, 314.917371), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,CT,NATURAL_GAS,Service[],10000.0,,bus-7751,7751,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-521,true,true,0.455003361,0.0,0.506269690975077,"(min = 0.0, max = 0.455)","(min = -0.11900000000000001, max = 0.222)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1000.0, down = 300.0)",false,OT,GEOTHERMAL,Service[],10000.0,,bus-1712,1712,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-863,true,true,0.319002338,0.0,0.3986000501756115,"(min = 0.0, max = 0.319)","(min = -0.106, max = 0.239)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(15.5533405, 110.850758), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,OT,OTHER,Service[],10000.0,,bus-8774,8774,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-166,true,true,1.44931702,0.0,2.365,"(min = 0.0, max = 1.892)","(min = -0.631, max = 1.419)","(up = 0.0014000000000000002, down = 0.0014000000000000002)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(13.5442631, 714.197795), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,CT,NATURAL_GAS,Service[],10000.0,,bus-7808,7808,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-2000,true,true,0.033000243299999996,0.0,0.6165504398302615,"(min = 0.0, max = 0.033)","(min = -0.273666667, max = 0.615666667)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(6.603145, 74.6992503), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,IC,NATURAL_GAS,Service[],10000.0,,bus-269,269,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-817,true,true,0.0,0.0,0.23221852768220042,"(min = 0.0, max = 0.016)","(min = -0.13699999999999998, max = 0.231666667)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(58.907, 173.53), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,OT,MUNICIPAL_WASTE,Service[],10000.0,,bus-1086,1086,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-947,true,true,0.10000073699999999,0.0,0.125,"(min = 0.0, max = 0.1)","(min = -0.03325, max = 0.075)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(13.502241700000003, 315.964182), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-1859,1859,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-504,true,true,0.0500003694,0.0,0.14042532373691463,"(min = 0.0, max = 0.05)","(min = -0.0760444444, max = 0.131222222)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1000.0, down = 300.0)",false,OT,GEOTHERMAL,Service[],10000.0,,bus-1620,1620,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-364,true,true,0.0,0.0,0.30934518622226675,"(min = 0.0, max = 0.025)","(min = -0.20800000000000002, max = 0.308333333)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(25.05, 57.6), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,IC,RESIDUAL_FUEL_OIL,Service[],10000.0,,bus-1752,1752,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-200,true,true,0.18482621200000002,0.0,0.4059815266733204,"(min = 0.0, max = 0.345)","(min = -0.115, max = 0.214)","(up = 0.0014000000000000002, down = 0.0014000000000000002)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(16.3717118, 411.887105), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,CT,NATURAL_GAS,Service[],10000.0,,bus-7751,7751,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1234,true,true,0.499003641,0.0,0.5561857110019242,"(min = 0.0, max = 0.499)","(min = -0.143219355, max = 0.245645161)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(14.5116537, 283.573452), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-2245,2245,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-464,true,true,0.453003345,0.0,0.45299999999999996,"(min = 0.0, max = 0.45299999999999996)","(min = 0.0, max = 0.0)","(up = 0.0014000000000000002, down = 0.0014000000000000002)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(9.12733241, 894.045353), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,CT,NATURAL_GAS,Service[],10000.0,,bus-1700,1700,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-401,true,true,0.254414884,0.0,0.3099451564390061,"(min = 0.0, max = 0.27899999999999997)","(min = -0.09300000000000001, max = 0.135)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(11.7335702, 239.921641), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-1499,1499,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1017,true,true,0.66971731,0.0,1.1999704163020022,"(min = 0.0, max = 1.08)","(min = -0.36, max = 0.523)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(16.8059313, 372.365163), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-8461,8461,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1443,true,true,0.00300002069,0.0,0.24566347942402006,"(min = 0.0, max = 0.003)","(min = -0.143219355, max = 0.245645161)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(13.502241700000003, 315.964182), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-8314,8314,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-454,true,true,0.0,0.0,0.17065169205138286,"(min = 0.0, max = 0.099)","(min = -0.095, max = 0.139)","(up = 2.64e-5, down = 2.64e-5)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(22.409643000000003, 554.685123), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 12.0, down = 6.0)",false,ST,MUNICIPAL_WASTE,Service[],10000.0,,bus-1703,1703,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1165,true,true,0.556751661,0.0,2.0845242970814026,"(min = 0.0, max = 2.07)","(min = -0.143219355, max = 0.245645161)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(14.5116537, 283.573452), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-1595,1595,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-714,true,true,0.0340002494,0.0,0.24798698579303696,"(min = 0.0, max = 0.034)","(min = -0.143219355, max = 0.245645161)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(13.502241700000003, 315.964182), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-253,253,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
