name,available,from_bus_name,from_bus_id,to_bus_name,to_bus_id,r,x,b,rating,angle_limits,from_bus_voltage,to_bus_voltage,from_bus_area,to_bus_area,active_power_flow,reactive_power_flow
bus-4192-bus-7708-i_3581,true,bus-4192,4192,bus-7708,7708,6.36030672e-5,0.000628091969,"(from = 5.63310675e-6, to = 5.63310675e-6)",4.62,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-6616-bus-2218-i_8177,true,bus-6616,6616,bus-2218,2218,6.27742534e-5,0.000214430411,"(from = 1.95154401e-6, to = 1.95154401e-6)",0.8,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-6871-bus-6870-i_8639,true,bus-6871,6871,bus-6870,6870,0.0831893275,0.323712082,"(from = 0.002262511755, to = 0.002262511755)",0.8,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-6285-bus-6286-i_7785,true,bus-6285,6285,bus-6286,6286,0.00815028639,0.0233759971,"(from = 0.00015046349, to = 0.00015046349)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-4866-bus-8082-i_4973,true,bus-4866,4866,bus-8082,8082,0.000180008389,0.00232642497,"(from = 0.0742377645, to = 0.0742377645)",17.25,"(min = -1.0472, max = 1.0472)",500.0,500.0,0,0,0.0,0.0
bus-5783-bus-5781-i_6866,true,bus-5783,5783,bus-5781,5781,0.00595167104,0.0125088064,"(from = 9.5384234e-5, to = 9.5384234e-5)",0.57,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-3835-bus-3836-i_2961,true,bus-3835,3835,bus-3836,3836,0.00723652084,0.0490994261,"(from = 0.0003834836595, to = 0.0003834836595)",1.15,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-6157-bus-6162-i_7539,true,bus-6157,6157,bus-6162,6162,0.0413921905,0.0743983673,"(from = 0.00055923411, to = 0.00055923411)",0.41,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-5828-bus-5829-i_6966,true,bus-5828,5828,bus-5829,5829,0.00433690805,0.0114645265,"(from = 8.7129903e-5, to = 8.7129903e-5)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-3310-bus-3312-i_1921,true,bus-3310,3310,bus-3312,3312,0.00102467563,0.000753881651,"(from = 4.61482716e-6, to = 4.61482716e-6)",0.48,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-282-bus-3308-i_893,true,bus-282,282,bus-3308,3308,0.000990413829,0.0165673417,"(from = 0.00226476652, to = 0.00226476652)",19.5,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-7552-bus-6739-i_9885,true,bus-7552,7552,bus-6739,6739,0.00277943344,0.00595615828,"(from = 4.364895725e-5, to = 4.364895725e-5)",0.57,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-6308-bus-6305-i_7811,true,bus-6308,6308,bus-6305,6305,0.00140891535,0.00200004725,"(from = 1.377440055e-5, to = 1.377440055e-5)",0.35,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-7960-bus-3075-i_1442,true,bus-7960,7960,bus-3075,3075,0.000193734274,0.00133448798,"(from = 0.00117783633, to = 0.00117783633)",3.66,"(min = -1.0472, max = 1.0472)",230.0,230.0,0,0,0.0,0.0
bus-2585-bus-8303-i_362,true,bus-2585,2585,bus-8303,8303,0.0267090844,0.0293766853,"(from = 0.000164109135, to = 0.000164109135)",0.3,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-5543-bus-5527-i_194,true,bus-5543,5543,bus-5527,5527,0.00129890872,0.010805621,"(from = 0.000788998005, to = 0.000788998005)",2.61,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-4442-bus-4444-i_3168,true,bus-4442,4442,bus-4444,4444,0.01390041,0.0394450828,"(from = 0.0002594050055, to = 0.0002594050055)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-2887-bus-2885-i_1504,true,bus-2887,2887,bus-2885,2885,0.00294223208,0.00914971634,"(from = 0.000460368614, to = 0.000460368614)",1.28,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-7905-bus-7856-i_8231,true,bus-7905,7905,bus-7856,7856,0.00205301123,0.00957235242,"(from = 9.21889785e-5, to = 9.21889785e-5)",1.92,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-1652-bus-4094-i_3540,true,bus-1652,1652,bus-4094,4094,0.000381714014,0.0047044068,"(from = 0.000366396408, to = 0.000366396408)",3.47,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-6102-bus-6094-i_7434,true,bus-6102,6102,bus-6094,6094,0.00483605401,0.012533446,"(from = 9.9186883e-5, to = 9.9186883e-5)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-7849-bus-3581-i_2449,true,bus-7849,7849,bus-3581,3581,0.00212623766,0.0144263299,"(from = 0.000112673718, to = 0.000112673718)",1.15,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-8425-bus-4414-i_4083,true,bus-8425,8425,bus-4414,4414,0.00091709834,0.00344029465,"(from = 2.588152205e-5, to = 2.588152205e-5)",0.8,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-5795-bus-6768-i_6904,true,bus-5795,5795,bus-6768,6768,0.00125031646,0.00219882212,"(from = 1.729341835e-5, to = 1.729341835e-5)",0.41,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-3408-bus-3407-i_2092,true,bus-3408,3408,bus-3407,3407,6.9468132e-5,0.000457380548,"(from = 0.00044247464, to = 0.00044247464)",3.66,"(min = -1.0472, max = 1.0472)",230.0,230.0,0,0,0.0,0.0
bus-1106-bus-6870-i_8633,true,bus-1106,1106,bus-6870,6870,0.000260270754,0.000659258276,"(from = 5.4652918e-6, to = 5.4652918e-6)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-3357-bus-7788-i_1996,true,bus-3357,3357,bus-7788,7788,2.08056693e-5,0.000153000182,"(from = 0.0001495837805, to = 0.0001495837805)",3.83,"(min = -1.0472, max = 1.0472)",230.0,230.0,0,0,0.0,0.0
bus-3975-bus-4501-i_3292,true,bus-3975,3975,bus-4501,4501,0.0007483138,0.00348908053,"(from = 3.360246635e-5, to = 3.360246635e-5)",0.96,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-2432-bus-2033-i_37,true,bus-2432,2432,bus-2033,2033,0.0125774637,0.0117800569,"(from = 0.0001952789585, to = 0.0001952789585)",0.7,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-5885-bus-4763-i_4721,true,bus-5885,5885,bus-4763,4763,0.00340319562,0.0096571863,"(from = 6.3508839e-5, to = 6.3508839e-5)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-3542-bus-270-i_2386,true,bus-3542,3542,bus-270,270,0.0185554393,0.0480898505,"(from = 0.000380575226, to = 0.000380575226)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-5211-bus-6743-i_5704,true,bus-5211,5211,bus-6743,6743,0.030485194,0.0674723994,"(from = 0.0004630672185, to = 0.0004630672185)",0.57,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-8579-bus-4724-i_4631,true,bus-8579,8579,bus-4724,4724,0.00022853953,0.0015419708,"(from = 0.001419534315, to = 0.001419534315)",3.66,"(min = -1.0472, max = 1.0472)",230.0,230.0,0,0,0.0,0.0
bus-7820-bus-6158-i_7219,true,bus-7820,7820,bus-6158,6158,0.00238579049,0.00651770375,"(from = 4.633357495e-5, to = 4.633357495e-5)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-4757-bus-8365-i_7157,true,bus-4757,4757,bus-8365,8365,6.19710736e-5,0.00042687136,"(from = 0.0003767619145, to = 0.0003767619145)",3.66,"(min = -1.0472, max = 1.0472)",230.0,230.0,0,0,0.0,0.0
bus-5281-bus-5301-i_5860,true,bus-5281,5281,bus-5301,5301,0.013058951,0.037454712,"(from = 0.0002410840885, to = 0.0002410840885)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-7485-bus-1572-i_9747,true,bus-7485,7485,bus-1572,1572,0.00295763276,0.00224079184,"(from = 1.29172541e-5, to = 1.29172541e-5)",0.24,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-4057-bus-4056-i_3467,true,bus-4057,4057,bus-4056,4056,0.000466487378,0.00118159901,"(from = 9.7955288e-6, to = 9.7955288e-6)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-4099-bus-4116-i_920,true,bus-4099,4099,bus-4116,4116,2.88106561e-5,0.000109510043,"(from = 7.3916003e-6, to = 7.3916003e-6)",1.59,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-2877-bus-4281-i_1055,true,bus-2877,2877,bus-4281,4281,0.00935564512,0.0251657384,"(from = 0.001701740645, to = 0.001701740645)",1.28,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-3040-bus-8795-i_1356,true,bus-3040,3040,bus-8795,8795,0.000961260426,0.00572626248,"(from = 0.000363240936, to = 0.000363240936)",2.05,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-5774-bus-5773-i_6854,true,bus-5774,5774,bus-5773,5773,0.0131404082,0.0376883432,"(from = 0.000242587911, to = 0.000242587911)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-5680-bus-5681-i_6685,true,bus-5680,5680,bus-5681,5681,0.00042103759,0.00385363854,"(from = 4.036956935e-5, to = 4.036956935e-5)",3.08,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-7969-bus-8015-i_1311,true,bus-7969,7969,bus-8015,8015,0.00520088697,0.0253793468,"(from = 0.0016900402, to = 0.0016900402)",1.85,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-8744-bus-4148-i_3633,true,bus-8744,8744,bus-4148,4148,0.0234806538,0.0184051523,"(from = 9.8898624e-5, to = 9.8898624e-5)",0.24,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-683-bus-5767-i_6837,true,bus-683,683,bus-5767,5767,0.00196779433,0.00279341246,"(from = 1.923833675e-5, to = 1.923833675e-5)",0.35,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-3453-bus-3452-i_2172,true,bus-3453,3453,bus-3452,3452,0.00117855343,0.00393153473,"(from = 0.000240419483, to = 0.000240419483)",1.42,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-4130-bus-1655-i_3601,true,bus-4130,4130,bus-1655,1655,0.00529858251,0.0144751212,"(from = 0.000102901958, to = 0.000102901958)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-5651-bus-5650-i_6643,true,bus-5651,5651,bus-5650,5650,0.00221095842,0.00423414427,"(from = 2.78790248e-5, to = 2.78790248e-5)",0.41,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-1271-bus-1265-i_3325,true,bus-1271,1271,bus-1265,1265,0.00965629776,0.0224182222,"(from = 0.0001395426355, to = 0.0001395426355)",0.57,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-7523-bus-7524-i_9848,true,bus-7523,7523,bus-7524,7524,0.00019750447,0.000378235236,"(from = 2.49042742e-6, to = 2.49042742e-6)",0.41,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-6006-bus-6008-i_7293,true,bus-6006,6006,bus-6008,6008,0.00116642379,0.00249957564,"(from = 1.83178242e-5, to = 1.83178242e-5)",0.57,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-5315-bus-5314-i_5907,true,bus-5315,5315,bus-5314,5314,0.013100134,0.0375728309,"(from = 0.000241844389, to = 0.000241844389)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-7653-bus-7451-i_9682,true,bus-7653,7653,bus-7451,7451,0.0285760872,0.0219195026,"(from = 0.0001231621765, to = 0.0001231621765)",0.24,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-3800-bus-3801-i_2890,true,bus-3800,3800,bus-3801,3801,0.00926278404,0.0249159435,"(from = 0.001684848535, to = 0.001684848535)",1.28,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-219-bus-4283-i_3925,true,bus-219,219,bus-4283,4283,0.00158550663,0.00411610112,"(from = 0.0002408904395, to = 0.0002408904395)",1.18,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-7159-bus-7160-i_9168,true,bus-7159,7159,bus-7160,7160,0.00462014163,0.0122132492,"(from = 9.2820169e-5, to = 9.2820169e-5)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-582-bus-3696-i_2700,true,bus-582,582,bus-3696,3696,0.0287596099,0.0543547504,"(from = 0.000367964633, to = 0.000367964633)",0.41,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-7740-bus-5668-i_6613,true,bus-7740,7740,bus-5668,5668,0.00200494299,0.00615054916,"(from = 6.9726137e-5, to = 6.9726137e-5)",1.6,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-1378-bus-2848-i_1342,true,bus-1378,1378,bus-2848,2848,0.00371431941,0.0436292976,"(from = 0.00279008565, to = 0.00279008565)",3.17,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-1357-bus-2698-i_665,true,bus-1357,1357,bus-2698,2698,0.0117626262,0.0337366681,"(from = 0.000217152051, to = 0.000217152051)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-6152-bus-6154-i_7529,true,bus-6152,6152,bus-6154,6154,0.000764510751,0.001715192,"(from = 1.144719555e-5, to = 1.144719555e-5)",0.57,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-3821-bus-3823-i_2934,true,bus-3821,3821,bus-3823,3823,0.0162304822,0.0376810435,"(from = 0.0002345469335, to = 0.0002345469335)",0.57,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-5400-bus-5401-i_6096,true,bus-5400,5400,bus-5401,5401,0.012735092,0.0193149103,"(from = 0.0001158717615, to = 0.0001158717615)",0.35,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-6232-bus-6233-i_7669,true,bus-6232,6232,bus-6233,6233,0.000314731628,0.00146746453,"(from = 1.41327851e-5, to = 1.41327851e-5)",0.96,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-1153-bus-3842-i_2857,true,bus-1153,1153,bus-3842,3842,0.000527060365,0.000926894917,"(from = 7.2898945e-6, to = 7.2898945e-6)",0.41,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-3667-bus-3661-i_2642,true,bus-3667,3667,bus-3661,3661,0.00511376363,0.0346965149,"(from = 0.000270990636, to = 0.000270990636)",2.3,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-2602-bus-1711-i_392,true,bus-2602,2602,bus-1711,1711,0.00039166695,0.00118933362,"(from = 6.28032755e-5, to = 6.28032755e-5)",1.28,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-6845-bus-7801-i_8570,true,bus-6845,6845,bus-7801,7801,0.00603153654,0.0133493439,"(from = 9.16161785e-5, to = 9.16161785e-5)",0.57,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-4473-bus-4472-i_1615,true,bus-4473,4473,bus-4472,4472,1.03775405e-5,4.71083861e-5,"(from = 3.94227312e-6, to = 3.94227312e-6)",1.91,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-5116-bus-5114-i_5505,true,bus-5116,5116,bus-5114,5114,0.000105591174,0.00107172738,"(from = 9.08614425e-6, to = 9.08614425e-6)",12.32,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-1933-bus-288-i_5358,true,bus-1933,1933,bus-288,288,0.00576289216,0.0527466373,"(from = 0.000552565875, to = 0.000552565875)",1.54,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-4506-bus-8267-i_4221,true,bus-4506,4506,bus-8267,8267,8.45122672e-5,0.00109986467,"(from = 7.6637691e-5, to = 7.6637691e-5)",3.47,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-3309-bus-7724-i_1917,true,bus-3309,3309,bus-7724,7724,9.60530622e-5,0.00151350909,"(from = 0.000124450655, to = 0.000124450655)",4.18,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-7775-bus-8820-i_575,true,bus-7775,7775,bus-8820,8820,0.000521183181,0.00526780616,"(from = 0.0003734855115, to = 0.0003734855115)",2.93,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-6758-bus-8340-i_8381,true,bus-6758,6758,bus-8340,8340,0.000146889771,0.00349575626,"(from = 0.1422048695, to = 0.1422048695)",28.11,"(min = -1.0472, max = 1.0472)",500.0,500.0,0,0,0.0,0.0
bus-2547-bus-2570-i_280,true,bus-2547,2547,bus-2570,2570,0.0325614199,0.0358135807,"(from = 0.000200068142, to = 0.000200068142)",0.3,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-4834-bus-5095-i_4885,true,bus-4834,4834,bus-5095,5095,0.0310294836,0.0890029439,"(from = 0.00057293501, to = 0.00057293501)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-3368-bus-3369-i_2025,true,bus-3368,3368,bus-3369,3369,1.55376821e-5,3.60667177e-5,"(from = 2.64942822e-6, to = 2.64942822e-6)",2.36,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-5639-bus-5640-i_6625,true,bus-5639,5639,bus-5640,5640,0.00977703228,0.0280417152,"(from = 0.000180495288, to = 0.000180495288)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-1496-bus-3644-i_2594,true,bus-1496,1496,bus-3644,3644,0.0479851319,0.137633196,"(from = 0.000885947145, to = 0.000885947145)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-5841-bus-5838-i_6969,true,bus-5841,5841,bus-5838,5838,0.00377819546,0.00868005186,"(from = 5.51816935e-5, to = 5.51816935e-5)",0.57,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-7847-bus-1692-i_5393,true,bus-7847,7847,bus-1692,1692,0.000116542365,0.000466587821,"(from = 2.83432515e-5, to = 2.83432515e-5)",1.59,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-6910-bus-6913-i_8719,true,bus-6910,6910,bus-6913,6913,0.00281736301,0.00730166697,"(from = 5.7783735e-5, to = 5.7783735e-5)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-3565-bus-1581-i_2425,true,bus-3565,3565,bus-1581,1581,0.0208849811,0.0409307465,"(from = 0.0002567885515, to = 0.0002567885515)",0.41,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-3577-bus-3575-i_2447,true,bus-3577,3577,bus-3575,3575,0.00012585873,0.000230520201,"(from = 1.665668935e-6, to = 1.665668935e-6)",0.41,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-7392-bus-7394-i_9618,true,bus-7392,7392,bus-7394,7394,0.00722551014,0.0136558758,"(from = 9.24452965e-5, to = 9.24452965e-5)",0.41,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-5259-bus-1530-i_5817,true,bus-5259,5259,bus-1530,1530,0.00447721355,0.00329400759,"(from = 2.016400795e-5, to = 2.016400795e-5)",0.24,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-4739-bus-4740-i_4672,true,bus-4739,4739,bus-4740,4740,0.00082450897,0.0015789939,"(from = 1.039662475e-5, to = 1.039662475e-5)",0.82,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-7896-bus-2367-i_9763,true,bus-7896,7896,bus-2367,2367,0.0135032415,0.0356960523,"(from = 0.000271293076, to = 0.000271293076)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-3238-bus-4263-i_1117,true,bus-3238,3238,bus-4263,4263,0.000535882768,0.00373316805,"(from = 0.000338401386, to = 0.000338401386)",5.0,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-6072-bus-6073-i_7402,true,bus-6072,6072,bus-6073,6073,0.00760306267,0.0111291251,"(from = 7.1918497e-5, to = 7.1918497e-5)",0.35,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-3963-bus-1536-i_3266,true,bus-3963,3963,bus-1536,1536,0.000261169673,0.000585938301,"(from = 3.910553615e-6, to = 3.910553615e-6)",0.57,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-4214-bus-4217-i_3782,true,bus-4214,4214,bus-4217,4217,0.0159986787,0.0414634584,"(from = 0.0003281343465, to = 0.0003281343465)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-4497-bus-3071-i_1437,true,bus-4497,4497,bus-3071,3071,0.00168647423,0.0118256393,"(from = 0.01006678875, to = 0.01006678875)",3.66,"(min = -1.0472, max = 1.0472)",230.0,230.0,0,0,0.0,0.0
bus-7310-bus-7311-i_9470,true,bus-7310,7310,bus-7311,7311,0.0139785379,0.0276762219,"(from = 0.0001700283255, to = 0.0001700283255)",0.41,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-2814-bus-2944-i_928,true,bus-2814,2814,bus-2944,2944,0.0199051419,0.0526086489,"(from = 0.002969383225, to = 0.002969383225)",1.18,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-4143-bus-4554-i_3636,true,bus-4143,4143,bus-4554,4554,0.0155086772,0.0237575328,"(from = 0.000139629344, to = 0.000139629344)",0.35,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-4681-bus-4682-i_4485,true,bus-4681,4681,bus-4682,4682,4.42639571e-5,0.000113784407,"(from = 6.79376465e-6, to = 6.79376465e-6)",1.18,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-8404-bus-6660-i_4578,true,bus-8404,8404,bus-6660,6660,0.0289444194,0.119537752,"(from = 0.0068221281, to = 0.0068221281)",1.59,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-5762-bus-5764-i_6830,true,bus-5762,5762,bus-5764,5764,0.0033710412,0.0092092958,"(from = 6.54677895e-5, to = 6.54677895e-5)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-157-bus-3580-i_2463,true,bus-157,157,bus-3580,3580,0.00959709175,0.027525622,"(from = 0.000177173351, to = 0.000177173351)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-6358-bus-6359-i_7908,true,bus-6358,6358,bus-6359,6359,0.00231511888,0.00710207387,"(from = 8.05131695e-5, to = 8.05131695e-5)",0.8,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-5018-bus-1223-i_5274,true,bus-5018,5018,bus-1223,1223,0.000584540408,0.000829793234,"(from = 5.71481715e-6, to = 5.71481715e-6)",0.35,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-7955-bus-8227-i_555,true,bus-7955,7955,bus-8227,8227,0.00314268223,0.00607049797,"(from = 0.00114027935, to = 0.00114027935)",1.42,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-252-bus-8388-i_3868,true,bus-252,252,bus-8388,8388,0.108016179,0.106114126,"(from = 0.00074970222, to = 0.00074970222)",0.3,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-2885-bus-8779-i_1074,true,bus-2885,2885,bus-8779,8779,0.0059874197,0.0330069152,"(from = 0.001860389395, to = 0.001860389395)",1.91,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-5699-bus-1868-i_6580,true,bus-5699,5699,bus-1868,1868,0.00039734954,0.000876206684,"(from = 1.95671201e-5, to = 1.95671201e-5)",0.8,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-7578-bus-7577-i_9959,true,bus-7578,7578,bus-7577,7577,6.97570556e-5,0.000459282831,"(from = 0.0004443149285, to = 0.0004443149285)",3.66,"(min = -1.0472, max = 1.0472)",230.0,230.0,0,0,0.0,0.0
bus-2195-bus-4589-i_3874,true,bus-2195,2195,bus-4589,4589,0.000467220609,0.00125431942,"(from = 6.85445625e-5, to = 6.85445625e-5)",1.18,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-5438-bus-344-i_6172,true,bus-5438,5438,bus-344,344,0.00340444148,0.00882317957,"(from = 6.98246465e-5, to = 6.98246465e-5)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-4524-bus-1194-i_4242,true,bus-4524,4524,bus-1194,1194,0.00191562791,0.00366856506,"(from = 2.415506145e-5, to = 2.415506145e-5)",0.41,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-8692-bus-4005-i_3353,true,bus-8692,8692,bus-4005,4005,0.0108359296,0.0310787747,"(from = 0.0002000439465, to = 0.0002000439465)",0.64,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-4491-bus-4492-i_4197,true,bus-4491,4491,bus-4492,4492,0.0186622444,0.0369495878,"(from = 0.000226999413, to = 0.000226999413)",0.41,"(min = -1.0472, max = 1.0472)",66.0,66.0,0,0,0.0,0.0
bus-2542-bus-2492-i_152,true,bus-2542,2542,bus-2492,2492,0.00222977265,0.00847543765,"(from = 0.00057206801, to = 0.00057206801)",1.59,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-6820-bus-8824-i_8517,true,bus-6820,6820,bus-8824,8824,0.009112708,0.0236576013,"(from = 0.001384555765, to = 0.001384555765)",1.18,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
bus-2515-bus-2516-i_209,true,bus-2515,2515,bus-2516,2516,0.00130329987,0.00302527497,"(from = 0.000222234008, to = 0.000222234008)",1.18,"(min = -1.0472, max = 1.0472)",115.0,115.0,0,0,0.0,0.0
