name,available,bus_name,bus_number,area,active_power,reactive_power,max_active_power,max_reactive_power
bus4328,true,bus-4328,4328,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0196558446,0.00667463162,0.0196558446,0.00667463162
bus677,true,bus-677,677,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.268158928,0.0920460057,0.268158928,0.0920460057
bus1058,true,bus-1058,1058,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.389646908,0.122750543,0.389646908,0.122750543
bus2154,true,bus-2154,2154,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.569323393,0.13493909199999998,0.600272,0.13493909199999998
bus1240,true,bus-1240,1240,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.192948956,0.0621802917,0.192948956,0.0621802917
bus2240,true,bus-2240,2240,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.34210000399999996,0.111357335,0.34210000399999996,0.111357335
bus81,true,bus-81,81,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0396635966,0.0160188639,0.0396635966,0.0160188639
bus1259,true,bus-1259,1259,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.428637786,0.13708726699999998,0.428637786,0.13708726699999998
bus4401,true,bus-4401,4401,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0230574059,0.00764774044,0.0230574059,0.00764774044
bus1430,true,bus-1430,1430,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.17975575800000002,0.0567659268,0.17975575800000002,0.0567659268
bus3454,true,bus-3454,3454,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.118170413,0.023327916,0.118170413,0.023327916
bus2501,true,bus-2501,2501,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0520917183,0.0158499063,0.0520917183,0.0158499063
bus2082,true,bus-2082,2082,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.187385667,0.050658983600000006,0.187385667,0.050658983600000006
bus3083,true,bus-3083,3083,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0790430724,0.0205720088,0.0790430724,0.0205720088
bus2181,true,bus-2181,2181,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.20208075699999997,0.06708782590000001,0.20208075699999997,0.06708782590000001
bus2988,true,bus-2988,2988,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0979631659,0.027216294099999996,0.0979631659,0.027216294099999996
bus2343,true,bus-2343,2343,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.06859613569999999,0.026097489600000003,0.06859613569999999,0.026097489600000003
bus1126,true,bus-1126,1126,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.055917868200000005,0.0207716502,0.055917868200000005,0.0207716502
bus902,true,bus-902,902,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.12450533800000001,0.048680257100000006,0.12450533800000001,0.048680257100000006
bus2484,true,bus-2484,2484,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.044582289399999996,0.0146752105,0.044582289399999996,0.0146752105
bus638,true,bus-638,638,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.164991646,0.0471951227,0.164991646,0.0471951227
bus777,true,bus-777,777,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.011076392,0.00397214953,0.011076392,0.00397214953
bus2137,true,bus-2137,2137,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.18960935599999998,0.0539811191,0.18960935599999998,0.0539811191
bus1475,true,bus-1475,1475,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.156994355,0.05391037,0.156994355,0.05391037
bus688,true,bus-688,688,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.314214034,0.09966197239999999,0.314214034,0.09966197239999999
bus405,true,bus-405,405,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.055461687499999995,0.019428551999999998,0.055461687499999995,0.019428551999999998
bus4580,true,bus-4580,4580,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0610938044,0.0180124228,0.0610938044,0.0180124228
bus878,true,bus-878,878,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.138905588,0.029054117700000003,0.138905588,0.029054117700000003
bus298,true,bus-298,298,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0826732204,0.0275411521,0.0826732204,0.0275411521
bus2896,true,bus-2896,2896,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0531994648,0.0156720539,0.0531994648,0.0156720539
bus2037,true,bus-2037,2037,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.018935690999999998,0.00772269242,0.018935690999999998,0.00772269242
bus1550,true,bus-1550,1550,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.078602773,0.029296217000000003,0.078602773,0.029296217000000003
bus356,true,bus-356,356,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.555924986,0.18802246700000003,0.555924986,0.18802246700000003
bus4968,true,bus-4968,4968,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0372590373,0.0137011904,0.0372590373,0.0137011904
bus661,true,bus-661,661,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0368775759,0.0114716126,0.0368775759,0.0114716126
bus4598,true,bus-4598,4598,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0691986482,0.019175576,0.0691986482,0.019175576
bus977,true,bus-977,977,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0503132267,0.0187824761,0.0503132267,0.0187824761
bus535,true,bus-535,535,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.21074595899999998,0.0739293013,0.21074595899999998,0.0739293013
bus108,true,bus-108,108,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.331997529,0.1035987,0.331997529,0.1035987
bus3389,true,bus-3389,3389,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.155543759,0.0496496327,0.155543759,0.0496496327
bus1673,true,bus-1673,1673,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.024008093,0.00921771649,0.024008093,0.00921771649
bus6741,true,bus-6741,6741,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.158990741,0.0559407299,0.158990741,0.0559407299
bus489,true,bus-489,489,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.244029969,0.0825102367,0.244029969,0.0825102367
bus314,true,bus-314,314,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0616947905,0.0158348578,0.0616947905,0.0158348578
bus2025,true,bus-2025,2025,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.224826886,0.0755825365,0.224826886,0.0755825365
bus7424,true,bus-7424,7424,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.063002252,0.023883289900000004,0.063002252,0.023883289900000004
bus1017,true,bus-1017,1017,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.118225336,0.0284682816,0.12344300000000001,0.0284682816
bus1036,true,bus-1036,1036,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.058113156000000006,0.0178473209,0.058113156000000006,0.0178473209
bus374,true,bus-374,374,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.194915938,0.0696679848,0.194915938,0.0696679848
bus263,true,bus-263,263,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.137034546,0.039258137400000004,0.137034546,0.039258137400000004
bus1202,true,bus-1202,1202,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.130825558,0.0444432428,0.130825558,0.0444432428
bus2134,true,bus-2134,2134,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0246417365,0.00814631181,0.0246417365,0.00814631181
bus4343,true,bus-4343,4343,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0540043261,0.0158991356,0.0540043261,0.0158991356
bus7845,true,bus-7845,7845,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.469884921,0.16144411900000002,0.469884921,0.16144411900000002
bus4568,true,bus-4568,4568,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.119133611,0.0347190316,0.119133611,0.0347190316
bus1270,true,bus-1270,1270,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.327909796,0.112148559,0.327909796,0.112148559
bus821,true,bus-821,821,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.110324391,0.018797687100000002,0.112846,0.018797687100000002
bus473,true,bus-473,473,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0587084513,0.020880035,0.0587084513,0.020880035
bus1087,true,bus-1087,1087,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.277800993,0.0777154905,0.277800993,0.0777154905
bus890,true,bus-890,890,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0469320299,0.0183512996,0.0469320299,0.0183512996
bus2289,true,bus-2289,2289,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.16429593,0.0403261002,0.17022500000000002,0.0403261002
bus6526,true,bus-6526,6526,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.027998657599999997,0.0116984467,0.027998657599999997,0.0116984467
bus349,true,bus-349,349,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",1.02541639,0.35915231200000003,1.02541639,0.35915231200000003
bus815,true,bus-815,815,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0188780031,0.00707483866,0.0188780031,0.00707483866
bus819,true,bus-819,819,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0784513924,0.0245331189,0.0784513924,0.0245331189
bus1159,true,bus-1159,1159,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.243170117,0.0786424089,0.243170117,0.0786424089
bus1127,true,bus-1127,1127,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",1.64290446,0.5493137300000001,1.64290446,0.5493137300000001
bus1182,true,bus-1182,1182,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.5193027579999999,0.174348667,0.5193027579999999,0.174348667
bus3432,true,bus-3432,3432,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0520085554,0.0161731768,0.0520085554,0.0161731768
bus2100,true,bus-2100,2100,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.19941856300000002,0.0599543642,0.19941856300000002,0.0599543642
bus1817,true,bus-1817,1817,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0589508424,0.0214707694,0.0589508424,0.0214707694
bus413,true,bus-413,413,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.399186187,0.0942497219,0.399186187,0.0942497219
bus2003,true,bus-2003,2003,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.494190793,0.150020084,0.494190793,0.150020084
bus1792,true,bus-1792,1792,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0726920602,0.0243858857,0.0726920602,0.0243858857
bus7571,true,bus-7571,7571,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0421228659,0.0151797318,0.0421228659,0.0151797318
bus2329,true,bus-2329,2329,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.106188064,0.037536767900000004,0.106188064,0.037536767900000004
bus1942,true,bus-1942,1942,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0728343483,0.0250802489,0.0728343483,0.0250802489
bus560,true,bus-560,560,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.009765240579999999,0.00391577298,0.009765240579999999,0.00391577298
bus687,true,bus-687,687,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0686006195,0.024636671,0.0686006195,0.024636671
bus781,true,bus-781,781,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.196182945,0.06012161790000001,0.196182945,0.06012161790000001
bus8158,true,bus-8158,8158,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0550126303,0.020545176000000002,0.0550126303,0.020545176000000002
bus1089,true,bus-1089,1089,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.109285513,0.041468484300000004,0.109285513,0.041468484300000004
bus2022,true,bus-2022,2022,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.7784025130000001,0.140239231,0.80522,0.140239231
bus5131,true,bus-5131,5131,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0327691998,0.011699436,0.0327691998,0.011699436
bus1130,true,bus-1130,1130,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.839162641,0.252539139,0.839162641,0.252539139
bus1232,true,bus-1232,1232,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0362252708,0.0138387171,0.0362252708,0.0138387171
bus1973,true,bus-1973,1973,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.126151216,0.0394813309,0.126151216,0.0394813309
bus802,true,bus-802,802,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.45587233099999996,0.16191754199999997,0.45587233099999996,0.16191754199999997
bus701,true,bus-701,701,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.121661752,0.0432803947,0.121661752,0.0432803947
bus881,true,bus-881,881,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.040759833399999994,0.015081802200000001,0.040759833399999994,0.015081802200000001
bus8776,true,bus-8776,8776,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.181760435,0.0512574604,0.181760435,0.0512574604
bus709,true,bus-709,709,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.162607422,0.0430121104,0.162607422,0.0430121104
bus1773,true,bus-1773,1773,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0447253538,0.0179910758,0.0447253538,0.0179910758
bus1377,true,bus-1377,1377,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.07990649150000001,0.0232697645,0.07990649150000001,0.0232697645
bus2317,true,bus-2317,2317,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0197853132,0.00666814771,0.0197853132,0.00666814771
bus1249,true,bus-1249,1249,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.20526035,0.069679029,0.20526035,0.069679029
bus582,true,bus-582,582,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.329380133,0.102527735,0.329380133,0.102527735
bus1802,true,bus-1802,1802,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.21631286500000002,0.057114690100000004,0.228105,0.057114690100000004
bus2050,true,bus-2050,2050,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.259844163,0.09290876649999999,0.259844163,0.09290876649999999
bus64,true,bus-64,64,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0669755973,0.0197266917,0.0669755973,0.0197266917
bus1038,true,bus-1038,1038,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.129993537,0.043038241399999996,0.129993537,0.043038241399999996
bus6704,true,bus-6704,6704,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0789685322,0.0222527701,0.0789685322,0.0222527701
bus1765,true,bus-1765,1765,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.039836175599999996,0.0166142014,0.039836175599999996,0.0166142014
bus2884,true,bus-2884,2884,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.087028865,0.0333487292,0.087028865,0.0333487292
bus2222,true,bus-2222,2222,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.169524852,0.039915348,0.169524852,0.039915348
bus1251,true,bus-1251,1251,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.351664416,0.123367058,0.351664416,0.123367058
bus2108,true,bus-2108,2108,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0328942687,0.012644135700000001,0.0328942687,0.012644135700000001
bus926,true,bus-926,926,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.034762434099999996,0.0124979907,0.034762434099999996,0.0124979907
bus2993,true,bus-2993,2993,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0497841529,0.013924294299999999,0.0497841529,0.013924294299999999
bus785,true,bus-785,785,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.17501051499999998,0.0632648743,0.17501051499999998,0.0632648743
