number,name,available,bustype,angle,magnitude,voltage_limits,base_voltage,area,load_zone
6977,bus-6977,true,PQ,0.007770493512499361,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3110,bus-3110,true,PQ,-0.030868254084861022,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
3627,bus-3627,true,PQ,-0.03741146988864287,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2180,bus-2180,true,PQ,-0.030880650285873314,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2043,bus-2043,true,PQ,0.015226526882329993,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
5693,bus-5693,true,PQ,0.0012806057361213962,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
378,bus-378,true,PQ,-0.00034845329044596424,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
907,bus-907,true,PQ,-0.032848250185168855,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
1443,bus-1443,true,PV,-0.0037116371713110763,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6091,bus-6091,true,PQ,-0.0013995206641999002,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6060,bus-6060,true,PQ,-0.00047036296092012433,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1687,bus-1687,true,PQ,0.01111965948302578,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6729,bus-6729,true,PQ,0.010667582118512643,1.0,"(min = 0.94, max = 1.06)",500.0,0,0
2722,bus-2722,true,PQ,-0.029705245211148344,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6808,bus-6808,true,PQ,0.007140994249089136,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
7171,bus-7171,true,PQ,-0.03480695379220112,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5837,bus-5837,true,PQ,-0.0004752452280325934,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7028,bus-7028,true,PQ,0.008616425453942504,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
7565,bus-7565,true,PQ,-0.03280371671304082,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
8201,bus-8201,true,PQ,0.008503172190697898,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1927,bus-1927,true,PV,-0.001167936446081874,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
7585,bus-7585,true,PQ,-0.03269895524455203,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
5935,bus-5935,true,PQ,-0.0006637653021426545,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2572,bus-2572,true,PQ,0.014917718656831289,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8090,bus-8090,true,PQ,-0.021669386306482036,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
521,bus-521,true,PQ,-0.0004984485967850238,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7807,bus-7807,true,PQ,0.006576448077016996,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7893,bus-7893,true,PQ,-0.03237247430373982,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3438,bus-3438,true,PQ,-0.03179163466279557,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
4702,bus-4702,true,PQ,0.003050665956295964,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6370,bus-6370,true,PQ,-0.00037950786401352924,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4656,bus-4656,true,PQ,-0.03211574370115432,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5683,bus-5683,true,PQ,0.0014199252596157467,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5649,bus-5649,true,PQ,0.0014222736472481949,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6883,bus-6883,true,PQ,0.006803792274280701,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6769,bus-6769,true,PQ,1.9597983822588763e-5,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7307,bus-7307,true,PQ,-0.034551433749984796,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1361,bus-1361,true,PQ,-0.029303446680861423,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2148,bus-2148,true,PQ,-0.03328512232850508,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
5032,bus-5032,true,PQ,-0.0032676179745011057,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6220,bus-6220,true,PQ,-0.00048152254030684003,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2885,bus-2885,true,PQ,-0.03296772565191657,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
3477,bus-3477,true,PQ,-0.026255215703218083,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1288,bus-1288,true,PQ,-0.03249712816237821,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2008,bus-2008,true,PQ,0.003485265192253901,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1233,bus-1233,true,PQ,-0.032241801677175934,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3684,bus-3684,true,PQ,-0.03473613635966975,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
4104,bus-4104,true,PQ,-0.01997895551344456,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4530,bus-4530,true,PQ,-0.03235772016290809,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
5623,bus-5623,true,PQ,0.0002689629782675588,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8749,bus-8749,true,PQ,0.003294166491912457,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1874,bus-1874,true,PQ,0.010742932694710218,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
5390,bus-5390,true,PQ,-0.00328182586218355,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5487,bus-5487,true,PQ,0.0027887829323190593,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
2666,bus-2666,true,PQ,-0.0004103085532614529,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1689,bus-1689,true,PQ,-0.006778419812079222,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
5148,bus-5148,true,PQ,0.0013749340888540085,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1175,bus-1175,true,PQ,-0.006931278680122028,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2133,bus-2133,true,PQ,-0.03514526474921627,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1490,bus-1490,true,PQ,-0.03578353776532298,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4105,bus-4105,true,PQ,-0.018812659835684524,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8403,bus-8403,true,PV,0.009914190675602893,1.0,"(min = 0.94, max = 1.06)",500.0,0,0
2250,bus-2250,true,PV,-0.03426449010178387,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
3306,bus-3306,true,PQ,-0.0017306696469215298,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
8460,bus-8460,true,PQ,-0.010640899245655474,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1220,bus-1220,true,PQ,0.0034023353317933227,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1091,bus-1091,true,PQ,0.005735286853457839,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2987,bus-2987,true,PQ,-0.035823879480186505,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
6308,bus-6308,true,PQ,-0.001639424002924204,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6280,bus-6280,true,PQ,-3.294239848100918e-5,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8339,bus-8339,true,PQ,-0.0018736690540267116,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
8364,bus-8364,true,PQ,0.009098420676534675,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
2400,bus-2400,true,PQ,-0.03009137749153644,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
2519,bus-2519,true,PQ,0.010437727718905549,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
2262,bus-2262,true,PQ,0.002791788494010749,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4053,bus-4053,true,PQ,-0.023497060367118384,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1575,bus-1575,true,PQ,-0.03780741022129547,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
119,bus-119,true,PQ,-0.018766545269787105,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
506,bus-506,true,PQ,-0.00027205795841281556,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5831,bus-5831,true,PQ,-0.0008265313606421403,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
533,bus-533,true,PQ,-0.00040830545458690233,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6754,bus-6754,true,PQ,0.009042169412874598,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
8031,bus-8031,true,PV,0.0020291735270562767,1.0,"(min = 0.94, max = 1.06)",500.0,0,0
746,bus-746,true,PV,-0.03573640567247165,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1595,bus-1595,true,PV,-0.030159538358413347,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
7889,bus-7889,true,PV,0.014341662073248829,1.0,"(min = 0.94, max = 1.06)",500.0,0,0
2638,bus-2638,true,PQ,0.00047664886370494934,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
4333,bus-4333,true,PQ,-0.03851599557164802,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6236,bus-6236,true,PQ,-3.381785842633634e-5,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6614,bus-6614,true,PQ,0.001303108266167359,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8005,bus-8005,true,PQ,0.0022513011271719898,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
602,bus-602,true,PQ,-0.022386971447122497,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1899,bus-1899,true,PQ,-0.03783077930731504,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4170,bus-4170,true,PQ,-0.025537043608350178,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5019,bus-5019,true,PQ,0.0027500594169248163,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3927,bus-3927,true,PQ,-0.03387178456236691,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5141,bus-5141,true,PQ,0.007277702416192641,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7166,bus-7166,true,PQ,-0.03502233579947763,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8572,bus-8572,true,PV,-0.0002375053261452334,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
2715,bus-2715,true,PQ,-0.029323809786310294,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6343,bus-6343,true,PQ,-0.00046383361262991417,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8679,bus-8679,true,PQ,0.005225677345599879,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6415,bus-6415,true,PQ,-0.0004585754906083574,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6059,bus-6059,true,PQ,-0.0003630885080331259,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6342,bus-6342,true,PQ,-0.0005654966783827769,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
199,bus-199,true,PQ,0.014323088261895814,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
901,bus-901,true,PQ,-0.034835364610830935,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2570,bus-2570,true,PQ,0.014943002595933105,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4393,bus-4393,true,PQ,-0.03224208895837081,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
8276,bus-8276,true,PQ,-0.03753222852145665,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
562,bus-562,true,PV,-0.003552631166376283,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2692,bus-2692,true,PQ,-0.029285389329887362,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5209,bus-5209,true,PQ,0.003151571783027581,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
187,bus-187,true,PQ,0.01430389702286661,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6950,bus-6950,true,PQ,0.0075005993225360475,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2679,bus-2679,true,PQ,-0.03968884583341392,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5983,bus-5983,true,PQ,-0.00134241355041584,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8578,bus-8578,true,PV,-0.035071902975701355,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
7974,bus-7974,true,PQ,0.00025448098837141744,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
6967,bus-6967,true,PQ,0.00812282827732075,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8419,bus-8419,true,PQ,-0.022319169769005644,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
165,bus-165,true,PV,-0.03809500435370862,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7568,bus-7568,true,PQ,-0.03274511780700388,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
2525,bus-2525,true,PQ,0.010473775853995997,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
4757,bus-4757,true,PQ,-0.00038119584349163236,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
3652,bus-3652,true,PQ,-0.034433805190651534,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2399,bus-2399,true,PV,-0.0011735900265506768,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
1842,bus-1842,true,PV,0.003378649992113283,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4586,bus-4586,true,PQ,-0.01964927136985617,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6422,bus-6422,true,PQ,8.330376199716759e-5,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2127,bus-2127,true,PQ,-0.03451654339650695,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3261,bus-3261,true,PQ,-0.0307652279972475,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6782,bus-6782,true,PQ,0.010481619224028117,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
8862,bus-8862,true,PQ,0.00933776926584689,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6562,bus-6562,true,PQ,0.0004978611433934121,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4190,bus-4190,true,PQ,-0.008540502322483812,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5374,bus-5374,true,PQ,-0.003302471798237704,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1207,bus-1207,true,PQ,-0.03484825369282399,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6923,bus-6923,true,PQ,0.006957295500430052,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7293,bus-7293,true,PQ,-0.03416202897724921,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4801,bus-4801,true,PQ,-0.0004960810087854745,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7018,bus-7018,true,PQ,0.0068361755670078095,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8197,bus-8197,true,PQ,0.003204647594646579,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
1330,bus-1330,true,PV,-0.03199202446633037,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
494,bus-494,true,PQ,-0.0005135870730806811,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2411,bus-2411,true,PQ,-0.03379932686940451,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
4543,bus-4543,true,PQ,-0.030785026837749203,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6588,bus-6588,true,PQ,-0.0007927288918310164,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7251,bus-7251,true,PQ,-0.034343399055260404,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7190,bus-7190,true,PQ,-0.03483383081548428,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8712,bus-8712,true,PV,-0.0268133562900426,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
8097,bus-8097,true,PQ,0.007817313749919947,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
2734,bus-2734,true,PV,-0.03620086571169537,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4325,bus-4325,true,PQ,-0.007541163793772001,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
898,bus-898,true,PQ,-0.034509911145349376,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5269,bus-5269,true,PQ,0.00410367287081441,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2416,bus-2416,true,PQ,0.0007464196344555378,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
307,bus-307,true,PQ,0.0030731049214505696,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
2664,bus-2664,true,PQ,-0.0004547388275614779,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
3351,bus-3351,true,PQ,-0.03146116128131942,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
7076,bus-7076,true,PQ,-0.03358722189233155,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
8322,bus-8322,true,PQ,0.0032168460847612026,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4747,bus-4747,true,PQ,0.0015225576725085206,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
8259,bus-8259,true,PQ,-0.032689050326514035,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8563,bus-8563,true,PQ,-0.035574098429616584,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
310,bus-310,true,PQ,-0.0008239341536355401,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
712,bus-712,true,PQ,0.0005454189656825361,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6571,bus-6571,true,PQ,0.0007180695689916564,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
5039,bus-5039,true,PQ,-0.004414145634274035,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3573,bus-3573,true,PQ,-0.034199484615661635,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1174,bus-1174,true,PQ,-0.002946334694014506,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1758,bus-1758,true,PQ,-0.03379358456163253,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
2854,bus-2854,true,PQ,-0.03153093273803007,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
3644,bus-3644,true,PQ,-0.03639778073922238,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5634,bus-5634,true,PQ,0.000905236604524377,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6898,bus-6898,true,PQ,0.0066091288262085214,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7242,bus-7242,true,PQ,-0.03466857047553484,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3507,bus-3507,true,PQ,-0.038313674910361736,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7700,bus-7700,true,PQ,0.003160917968812133,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1630,bus-1630,true,PQ,0.01796288607549189,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3039,bus-3039,true,PQ,-0.036590872448489964,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
716,bus-716,true,PQ,-0.000476866727919488,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1212,bus-1212,true,PQ,-0.0027293764275306428,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
3756,bus-3756,true,PQ,-0.034489473688874374,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
8275,bus-8275,true,PQ,-0.03366011993186422,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
3545,bus-3545,true,PQ,0.010295087683819999,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2493,bus-2493,true,PQ,0.01337186191567679,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
3561,bus-3561,true,PQ,-0.05167104619501726,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4484,bus-4484,true,PQ,-0.03478523404232468,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5314,bus-5314,true,PQ,0.0016637978051809849,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5507,bus-5507,true,PQ,0.0016528767355085297,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
341,bus-341,true,PV,0.00044197167776062777,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6686,bus-6686,true,PQ,6.887464336005691e-5,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5353,bus-5353,true,PQ,0.0013147612798042108,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3905,bus-3905,true,PQ,-0.03384301891830017,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
5729,bus-5729,true,PQ,0.0019811712828530707,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6523,bus-6523,true,PQ,-9.385872564613786e-5,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2143,bus-2143,true,PQ,-0.03410136028525233,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1801,bus-1801,true,PV,-0.029302011845683356,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5611,bus-5611,true,PQ,0.00043069321178125405,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
331,bus-331,true,PQ,-0.03825366944348062,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1200,bus-1200,true,PQ,-0.0326812319495968,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5672,bus-5672,true,PQ,0.0009939524478761441,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6217,bus-6217,true,PQ,-0.00045760613125114124,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6245,bus-6245,true,PQ,0.0004998153623769313,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1869,bus-1869,true,PQ,0.0101309848113239,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6450,bus-6450,true,PQ,-0.00048437377300475105,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
879,bus-879,true,PQ,-0.03462681417131258,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2803,bus-2803,true,PQ,-0.04685792414059031,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5122,bus-5122,true,PQ,0.007826629427349173,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5467,bus-5467,true,PQ,0.0011009287130057685,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6712,bus-6712,true,PQ,0.00105468226828474,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
908,bus-908,true,PQ,-0.03408813383111487,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5279,bus-5279,true,PQ,0.0030615475256767885,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4849,bus-4849,true,PQ,-7.712742836478898e-5,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2243,bus-2243,true,PQ,-0.0317488055046821,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5759,bus-5759,true,PQ,0.0019312749200791385,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1057,bus-1057,true,PV,0.007809248827792577,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
3067,bus-3067,true,PQ,-0.030301423154624977,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
4992,bus-4992,true,PQ,-0.0036272203775942614,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2319,bus-2319,true,PQ,-0.032068504968685685,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8024,bus-8024,true,PQ,0.005495548706656577,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8602,bus-8602,true,PQ,-0.0002854497982048687,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1277,bus-1277,true,PQ,-0.03147233156306511,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6114,bus-6114,true,PQ,0.0003946662178640374,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8423,bus-8423,true,PQ,-0.031263544980498964,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
94,bus-94,true,PQ,-0.03420542955615978,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
962,bus-962,true,PQ,-0.034117760446101625,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
2150,bus-2150,true,PQ,-0.034654047416296074,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2247,bus-2247,true,PV,0.016338172129873176,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2763,bus-2763,true,PQ,-0.03743600555273447,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5093,bus-5093,true,PQ,0.0010016263673818487,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1262,bus-1262,true,PV,-0.03256059548983066,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
5335,bus-5335,true,PQ,0.000898889302801796,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6101,bus-6101,true,PQ,0.0005745100089350224,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7289,bus-7289,true,PQ,-0.03414945475265322,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5551,bus-5551,true,PQ,-0.0005709328571492926,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5426,bus-5426,true,PQ,0.0003291122550430516,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
294,bus-294,true,PQ,-0.0034332557593545793,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
699,bus-699,true,PV,0.0006291817600940194,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2142,bus-2142,true,PQ,-0.034739376039827304,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7507,bus-7507,true,PQ,-0.02928464704135649,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4142,bus-4142,true,PQ,-0.02746420876673306,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
101,bus-101,true,PQ,-0.035152701597159025,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4598,bus-4598,true,PQ,0.013367051840618172,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6946,bus-6946,true,PQ,0.007572958072783147,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3521,bus-3521,true,PQ,-0.032105531081569195,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4403,bus-4403,true,PQ,-0.03448299764468485,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7173,bus-7173,true,PQ,-0.0348067583153249,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1370,bus-1370,true,PQ,-0.028991849035245595,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
8221,bus-8221,true,PQ,0.007494464001523096,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
8633,bus-8633,true,PQ,-0.03224390933678064,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
574,bus-574,true,PQ,-0.018234592126658285,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
8703,bus-8703,true,PQ,-0.02951297066503654,1.0,"(min = 0.94, max = 1.06)",500.0,0,0
5833,bus-5833,true,PQ,-0.001253423864904435,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4722,bus-4722,true,PQ,0.009222573817663957,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
663,bus-663,true,PQ,-0.035886981684759435,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6825,bus-6825,true,PQ,0.009820471399145995,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3614,bus-3614,true,PQ,-0.03717468176715649,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
668,bus-668,true,PV,0.0008273847865037928,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
