name,available,from_bus_name,from_bus_id,to_bus_name,to_bus_id,r,x,primary_shunt,rating,base_voltage_primary,base_voltage_secondary,from_bus_voltage,to_bus_voltage,from_bus_area,to_bus_area,active_power_flow,reactive_power_flow
bus-7793-bus-7792-i_10253,true,bus-7793,7793,bus-7792,7792,0.00413261745,0.13968247,0.0 + 0.0im,0.78,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-7659-bus-7661-i_10183,true,bus-7659,7659,bus-7661,7661,0.000884682248,0.0439921882,0.0 + 0.0im,2.4772117650000003,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-7679-bus-7681-i_10194,true,bus-7679,7679,bus-7681,7681,0.000962804465,0.0463945565,0.0 + 0.0im,2.348907815,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-7908-bus-7907-i_10313,true,bus-7908,7908,bus-7907,7907,0.000354737127,0.0267722931,0.0 + 0.0im,5.4529205,500.0,230.0,500.0,230.0,0,0,0.0,0.0
bus-7630-bus-7629-i_10166,true,bus-7630,7630,bus-7629,7629,0.0217825809,0.544564523,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-7689-bus-7688-i_10198,true,bus-7689,7689,bus-7688,7688,0.00377055557,0.129707112,0.0 + 0.0im,0.84,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8555-bus-8556-i_10657,true,bus-8555,8555,bus-8556,8556,0.00312394081,0.111695944,0.0 + 0.0im,0.9754820949999999,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-8701-bus-8700-i_10731,true,bus-8701,8701,bus-8700,8700,0.0124471891,0.311179727,0.0 + 0.0im,0.35,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8713-bus-8714-i_10738,true,bus-8713,8713,bus-8714,8714,0.0136141131,0.340352827,0.0 + 0.0im,0.32,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-7891-bus-7890-i_10304,true,bus-7891,7891,bus-7890,7890,0.0217825809,0.544564523,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8409-bus-8408-i_10577,true,bus-8409,8409,bus-8408,8408,0.00444550404,0.156926292,0.0 + 0.0im,0.93,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-7895-bus-7894-i_10306,true,bus-7895,7895,bus-7894,7894,0.0217825809,0.544564523,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-7784-bus-7783-i_10248,true,bus-7784,7784,bus-7783,7783,0.0217825809,0.544564523,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8196-bus-8195-i_10464,true,bus-8196,8196,bus-8195,8195,0.0217825809,0.544564523,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8076-bus-8075-i_10401,true,bus-8076,8076,bus-8075,8075,0.029176668,0.7294167,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8673-bus-8675-i_10718,true,bus-8673,8673,bus-8675,8675,0.00158919846,0.0648457658,0.0 + 0.0im,1.68040704,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-7956-bus-7957-i_10339,true,bus-7956,7956,bus-7957,7957,0.000310672937,0.0236422105,0.0 + 0.0im,9.22,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8199-bus-8201-i_10467,true,bus-8199,8199,bus-8201,8201,0.00118554727,0.0529755395,0.0 + 0.0im,2.057038325,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8492-bus-8493-i_10623,true,bus-8492,8492,bus-8493,8493,0.00074186386,0.0381511422,0.0 + 0.0im,2.8565173099999996,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-8312-bus-8311-i_10526,true,bus-8312,8312,bus-8311,8311,0.00241680673,0.0900502188,0.0 + 0.0im,1.21,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8670-bus-8669-i_10715,true,bus-8670,8670,bus-8669,8669,0.0162648152,0.40662038,0.0 + 0.0im,0.267849104,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-7725-bus-7726-i_10217,true,bus-7725,7725,bus-7726,7726,0.000421003554,0.0280072707,0.0 + 0.0im,3.891406935,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-7874-bus-7875-i_10296,true,bus-7874,7874,bus-7875,7875,0.000670894833,0.0351548892,0.0 + 0.0im,3.1,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-8279-bus-8278-i_10509,true,bus-8279,8279,bus-8278,8278,0.00334448569,0.123960647,0.0 + 0.0im,1.1773647,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-7670-bus-7669-i_10188,true,bus-7670,7670,bus-7669,7669,0.0217825809,0.544564523,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8438-bus-8437-i_10594,true,bus-8438,8438,bus-8437,8437,0.015966455,0.399161376,0.0 + 0.0im,0.27285431649999997,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-7954-bus-7955-i_10338,true,bus-7954,7954,bus-7955,7955,0.00211199218,0.0805100255,0.0 + 0.0im,1.35340306,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8307-bus-8308-i_10524,true,bus-8307,8307,bus-8308,8308,0.0217825809,0.544564523,0.0 + 0.0im,0.2,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8786-bus-8787-i_10779,true,bus-8786,8786,bus-8787,8787,0.0217825809,0.544564523,0.0 + 0.0im,0.2,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-7733-bus-7734-i_10221,true,bus-7733,7733,bus-7734,7734,0.00165663265,0.0774992987,0.0 + 0.0im,2.2317684349999998,500.0,66.0,500.0,66.0,0,0,0.0,0.0
bus-8640-bus-8641-i_10700,true,bus-8640,8640,bus-8641,8641,0.00179584859,0.0707564345,0.0 + 0.0im,1.54,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-8426-bus-8425-i_10588,true,bus-8426,8426,bus-8425,8425,0.0026216766,0.0964251531,0.0 + 0.0im,1.12999286,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8510-bus-8509-i_10633,true,bus-8510,8510,bus-8509,8509,0.0217825809,0.544564523,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-7980-bus-7979-i_10352,true,bus-7980,7980,bus-7979,7979,0.00998895645,0.249723911,0.0 + 0.0im,0.43613326399999996,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8281-bus-8280-i_10510,true,bus-8281,8281,bus-8280,8280,0.029176668,0.7294167,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8694-bus-8695-i_10728,true,bus-8694,8694,bus-8695,8695,0.00140771168,0.0595462042,0.0 + 0.0im,1.83,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-7922-bus-7921-i_10320,true,bus-7922,7922,bus-7921,7921,0.0217825809,0.544564523,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8027-bus-8026-i_10376,true,bus-8027,8027,bus-8026,8026,0.0217825809,0.544564523,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8868-bus-8867-i_10822,true,bus-8868,8868,bus-8867,8867,0.00302917716,0.109030283,0.0 + 0.0im,0.9993366349999999,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8851-bus-8850-i_10813,true,bus-8851,8851,bus-8850,8850,0.0217825809,0.544564523,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8332-bus-8331-i_10536,true,bus-8332,8332,bus-8331,8331,0.00192930355,0.0747526762,0.0 + 0.0im,1.457656375,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8383-bus-8382-i_10564,true,bus-8383,8383,bus-8382,8382,0.0217825809,0.544564523,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-7658-bus-7657-i_10180,true,bus-7658,7658,bus-7657,7657,0.00230891483,0.0920314046,0.0 + 0.0im,1.585915965,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-7625-bus-7626-i_10164,true,bus-7625,7625,bus-7626,7626,0.000303237294,0.0232886242,0.0 + 0.0im,4.68,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-8111-bus-8112-i_10420,true,bus-8111,8111,bus-8112,8112,0.000447519141,0.0286054235,0.0 + 0.0im,3.81,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8834-bus-8833-i_10805,true,bus-8834,8834,bus-8833,8833,0.00040088743,0.0309413367,0.0 + 0.0im,4.718210745,500.0,230.0,500.0,230.0,0,0,0.0,0.0
bus-8025-bus-8024-i_10375,true,bus-8025,8025,bus-8024,8024,0.00413261745,0.13968247,0.0 + 0.0im,0.78,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8012-bus-8011-i_10368,true,bus-8012,8012,bus-8011,8011,0.00523202088,0.169635194,0.0 + 0.0im,1.2844998699999999,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8639-bus-8638-i_10699,true,bus-8639,8639,bus-8638,8638,0.00103166569,0.0526974837,0.0 + 0.0im,2.77,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-7785-bus-7787-i_10249,true,bus-7785,7785,bus-7787,7787,0.0010119828,0.0478794475,0.0 + 0.0im,2.27604258,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-7847-bus-7846-i_10282,true,bus-7847,7847,bus-7846,7846,0.0217825809,0.544564523,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8091-bus-8090-i_10409,true,bus-8091,8091,bus-8090,8090,0.00641753133,0.201545566,0.0 + 0.0im,0.54054667,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8828-bus-8827-i_10801,true,bus-8828,8828,bus-8827,8827,0.00305920481,0.109875779,0.0 + 0.0im,0.9916450849999999,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8474-bus-8473-i_10612,true,bus-8474,8474,bus-8473,8473,0.00582076399,0.185521881,0.0 + 0.0im,0.587242805,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-7902-bus-7903-i_10310,true,bus-7902,7902,bus-7903,7903,0.00955088243,0.238772061,0.0 + 0.0im,0.4561375575,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-7984-bus-7983-i_10354,true,bus-7984,7984,bus-7983,7983,0.00276282708,0.105761021,0.0 + 0.0im,1.38,500.0,230.0,500.0,230.0,0,0,0.0,0.0
bus-8006-bus-8005-i_10365,true,bus-8006,8006,bus-8005,8005,0.0181521508,0.453803769,0.0 + 0.0im,0.24,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8535-bus-8534-i_10646,true,bus-8535,8535,bus-8534,8534,0.000171509158,0.0137207326,0.0 + 0.0im,10.64,500.0,230.0,500.0,230.0,0,0,0.0,0.0
bus-8009-bus-8010-i_10367,true,bus-8009,8009,bus-8010,8010,0.0217825809,0.544564523,0.0 + 0.0im,0.2,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-8374-bus-8375-i_10560,true,bus-8374,8374,bus-8375,8375,0.00515732256,0.167612983,0.0 + 0.0im,0.65,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-8533-bus-8532-i_10645,true,bus-8533,8533,bus-8532,8532,0.0145217206,0.363043015,0.0 + 0.0im,0.3,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8055-bus-8054-i_10390,true,bus-8055,8055,bus-8054,8054,0.00918920939,0.229730235,0.0 + 0.0im,0.4740904245,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8852-bus-8853-i_10814,true,bus-8852,8852,bus-8853,8853,0.00656726823,0.205555496,0.0 + 0.0im,0.53,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8143-bus-8144-i_10437,true,bus-8143,8143,bus-8144,8144,0.00252605944,0.0934531032,0.0 + 0.0im,1.165934555,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8257-bus-8258-i_10497,true,bus-8257,8257,bus-8258,8258,0.00327432792,0.115911208,0.0 + 0.0im,0.94,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-7943-bus-7944-i_10332,true,bus-7943,7943,bus-7944,7944,0.0198023463,0.495058657,0.0 + 0.0im,0.22,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8565-bus-8566-i_10662,true,bus-8565,8565,bus-8566,8566,0.00288594111,0.104613136,0.0 + 0.0im,1.041537915,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-7743-bus-7744-i_10226,true,bus-7743,7743,bus-7744,7744,0.0217825809,0.544564523,0.0 + 0.0im,0.2,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8179-bus-8178-i_10456,true,bus-8179,8179,bus-8178,8178,0.0143033615,0.357584038,0.0 + 0.0im,0.407969385,500.0,230.0,500.0,230.0,0,0,0.0,0.0
bus-7839-bus-7841-i_10279,true,bus-7839,7839,bus-7841,7841,0.00040049969,0.0275223387,0.0 + 0.0im,3.96,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8804-bus-8803-i_10788,true,bus-8804,8804,bus-8803,8803,0.00968114707,0.242028677,0.0 + 0.0im,0.45,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8833-bus-8835-i_10804,true,bus-8833,8833,bus-8835,8835,0.00925515772,0.231378943,0.0 + 0.0im,0.4707122575,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-8846-bus-8847-i_10811,true,bus-8846,8846,bus-8847,8847,0.0217825809,0.544564523,0.0 + 0.0im,0.2,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-8453-bus-8454-i_10602,true,bus-8453,8453,bus-8454,8454,0.00302033403,0.108764299,0.0 + 0.0im,1.0017809,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-8440-bus-8439-i_10595,true,bus-8440,8440,bus-8439,8439,0.029176668,0.7294167,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8499-bus-8500-i_10627,true,bus-8499,8499,bus-8500,8500,0.00601847613,0.19083862,0.0 + 0.0im,0.570879395,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8635-bus-8634-i_10697,true,bus-8635,8635,bus-8634,8634,0.029176668,0.7294167,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8498-bus-8497-i_10625,true,bus-8498,8498,bus-8497,8497,0.0217825809,0.544564523,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8062-bus-8063-i_10394,true,bus-8062,8062,bus-8063,8063,0.00192147579,0.0745052084,0.0 + 0.0im,1.462498685,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8164-bus-8165-i_10448,true,bus-8164,8164,bus-8165,8165,0.00310561798,0.111181124,0.0 + 0.0im,0.98,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8102-bus-8103-i_10415,true,bus-8102,8102,bus-8103,8103,0.00121522962,0.0538271533,0.0 + 0.0im,2.0244844,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-8645-bus-8644-i_10702,true,bus-8645,8645,bus-8644,8644,0.00175722997,0.0759458583,0.0 + 0.0im,1.921907755,500.0,230.0,500.0,230.0,0,0,0.0,0.0
bus-7855-bus-7854-i_10286,true,bus-7855,7855,bus-7854,7854,0.0217825809,0.544564523,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8507-bus-8508-i_10632,true,bus-8507,8507,bus-8508,8508,0.0217825809,0.544564523,0.0 + 0.0im,0.2,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-7886-bus-7887-i_10302,true,bus-7886,7886,bus-7887,7887,0.0217825809,0.544564523,0.0 + 0.0im,0.2,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8314-bus-8313-i_10527,true,bus-8314,8314,bus-8313,8313,0.0105972115,0.264930288,0.0 + 0.0im,0.4111002385,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8757-bus-8760-i_10764,true,bus-8757,8757,bus-8760,8760,0.000859848344,0.0430920424,0.0 + 0.0im,2.52896593,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-7655-bus-7654-i_10179,true,bus-7655,7655,bus-7654,7654,0.000166786508,0.0133429206,0.0 + 0.0im,21.8825546,500.0,230.0,500.0,230.0,0,0,0.0,0.0
bus-8792-bus-8793-i_10782,true,bus-8792,8792,bus-8793,8793,0.0022966465,0.0862981001,0.0 + 0.0im,1.262616685,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-7719-bus-7720-i_10214,true,bus-7719,7719,bus-7720,7720,0.00117403914,0.052643915,0.0 + 0.0im,2.07,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-7810-bus-7809-i_10262,true,bus-7810,7810,bus-7809,7809,0.0217825809,0.544564523,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8220-bus-8219-i_10477,true,bus-8220,8220,bus-8219,8219,0.000801955898,0.0429744854,0.0 + 0.0im,3.396773305,500.0,230.0,500.0,230.0,0,0,0.0,0.0
bus-8092-bus-8093-i_10410,true,bus-8092,8092,bus-8093,8093,0.00686865242,0.21361509,0.0 + 0.0im,0.51,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-7814-bus-7813-i_10264,true,bus-7814,7814,bus-7813,7813,0.0217825809,0.544564523,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8772-bus-8771-i_10771,true,bus-8772,8772,bus-8771,8771,0.0066608142,0.217808624,0.0 + 0.0im,0.67,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-7786-bus-7785-i_10250,true,bus-7786,7786,bus-7785,7785,0.000372330387,0.0295589203,0.0 + 0.0im,4.93889551,500.0,230.0,500.0,230.0,0,0,0.0,0.0
bus-7926-bus-7925-i_10322,true,bus-7926,7926,bus-7925,7925,0.0217825809,0.544564523,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8284-bus-8285-i_10512,true,bus-8284,8284,bus-8285,8285,0.00076483031,0.0391165233,0.0 + 0.0im,2.7860137099999998,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8496-bus-8498-i_10626,true,bus-8496,8496,bus-8498,8498,0.0012565334,0.0550361629,0.0 + 0.0im,1.98,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8860-bus-8862-i_10819,true,bus-8860,8860,bus-8862,8862,0.000267226745,0.020603182,0.0 + 0.0im,5.29,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8609-bus-8610-i_10684,true,bus-8609,8609,bus-8610,8610,0.0150224696,0.37556174,0.0 + 0.0im,0.29,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-7678-bus-7677-i_10192,true,bus-7678,7678,bus-7677,7677,0.00230237733,0.0864772926,0.0 + 0.0im,1.26,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8134-bus-8133-i_10432,true,bus-8134,8134,bus-8133,8133,0.01620926,0.4052315,0.0 + 0.0im,0.36,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-7757-bus-7756-i_10233,true,bus-7757,7757,bus-7756,7756,0.00598929826,0.190054514,0.0 + 0.0im,0.5732350900000001,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-7656-bus-7658-i_10181,true,bus-7656,7656,bus-7658,7658,0.00221908857,0.083870475,0.0 + 0.0im,1.299168355,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8407-bus-8409-i_10578,true,bus-8407,8407,bus-8409,8409,0.000893795322,0.0442753717,0.0 + 0.0im,2.46136379,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-7698-bus-7697-i_10203,true,bus-7698,7698,bus-7697,7697,0.00230237733,0.0864772926,0.0 + 0.0im,1.26,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-7868-bus-7869-i_10293,true,bus-7868,7868,bus-7869,7869,0.000231653244,0.0177217361,0.0 + 0.0im,6.1501135,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-8528-bus-8529-i_10643,true,bus-8528,8528,bus-8529,8529,0.0092468416,0.23117104,0.0 + 0.0im,0.4711355905,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-8087-bus-8086-i_10407,true,bus-8087,8087,bus-8086,8086,0.0216123467,0.540308667,0.0 + 0.0im,0.27,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-7802-bus-7801-i_10257,true,bus-7802,7802,bus-7801,7801,0.0217825809,0.544564523,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-7877-bus-7876-i_10297,true,bus-7877,7877,bus-7876,7876,0.0217825809,0.544564523,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8675-bus-8674-i_10717,true,bus-8675,8675,bus-8674,8674,0.00124641783,0.0547308184,0.0 + 0.0im,1.991049075,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8688-bus-8689-i_10725,true,bus-8688,8688,bus-8689,8689,0.00192105783,0.0744919932,0.0 + 0.0im,1.4627581749999998,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-8273-bus-8272-i_10506,true,bus-8273,8273,bus-8272,8272,0.00615650217,0.194545469,0.0 + 0.0im,0.56,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8202-bus-8203-i_10468,true,bus-8202,8202,bus-8203,8203,0.00267762371,0.0981616853,0.0 + 0.0im,1.11,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-7830-bus-7831-i_10273,true,bus-7830,7830,bus-7831,7831,0.00138179873,0.0587798498,0.0 + 0.0im,1.853864795,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-8762-bus-8761-i_10766,true,bus-8762,8762,bus-8761,8761,0.000755029078,0.041399791,0.0 + 0.0im,3.526001515,500.0,230.0,500.0,230.0,0,0,0.0,0.0
bus-7681-bus-7680-i_10193,true,bus-7681,7681,bus-7680,7680,0.00255519832,0.0943594033,0.0 + 0.0im,1.15473449,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-7759-bus-7758-i_10234,true,bus-7759,7759,bus-7758,7758,0.00127202839,0.0555029672,0.0 + 0.0im,1.96334342,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8082-bus-8081-i_10405,true,bus-8082,8082,bus-8081,8081,0.000392539197,0.0305402577,0.0 + 0.0im,4.780180415,500.0,230.0,500.0,230.0,0,0,0.0,0.0
bus-8047-bus-8046-i_10386,true,bus-8047,8047,bus-8046,8046,0.029176668,0.7294167,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8606-bus-8605-i_10682,true,bus-8606,8606,bus-8605,8605,0.00246535957,0.0915634546,0.0 + 0.0im,1.19,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8542-bus-8544-i_10651,true,bus-8542,8542,bus-8544,8544,0.00345890595,0.121061708,0.0 + 0.0im,1.8,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8480-bus-8481-i_10616,true,bus-8480,8480,bus-8481,8481,0.000235792365,0.0178966405,0.0 + 0.0im,6.09,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-8182-bus-8181-i_10457,true,bus-8182,8182,bus-8181,8181,0.00093047406,0.0454071341,0.0 + 0.0im,2.4,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-7848-bus-7849-i_10283,true,bus-7848,7848,bus-7849,7849,0.00192550824,0.0746326995,0.0 + 0.0im,1.46,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-8632-bus-8633-i_10696,true,bus-8632,8632,bus-8633,8633,0.00314641667,0.112327075,0.0 + 0.0im,0.97,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8562-bus-8561-i_10660,true,bus-8562,8562,bus-8561,8561,0.000747138023,0.0383730088,0.0 + 0.0im,2.84,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8729-bus-8728-i_10746,true,bus-8729,8729,bus-8728,8728,0.00184961097,0.0722757557,0.0 + 0.0im,1.50761932,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8531-bus-8530-i_10644,true,bus-8531,8531,bus-8530,8530,0.0174047048,0.43511762,0.0 + 0.0im,0.25030681250000003,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8811-bus-8812-i_10793,true,bus-8811,8811,bus-8812,8812,0.015263422,0.381585551,0.0 + 0.0im,0.285421983,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8241-bus-8240-i_10488,true,bus-8241,8241,bus-8240,8240,0.0217825809,0.544564523,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8233-bus-8232-i_10484,true,bus-8233,8233,bus-8232,8232,0.00425140921,0.142941434,0.0 + 0.0im,0.7622130149999999,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8623-bus-8625-i_10692,true,bus-8623,8623,bus-8625,8625,0.00947068735,0.236767184,0.0 + 0.0im,0.46,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-7863-bus-7862-i_10290,true,bus-7863,7863,bus-7862,7862,0.00497279964,0.162610548,0.0 + 0.0im,0.67,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8390-bus-8391-i_10568,true,bus-8390,8390,bus-8391,8391,0.00309861433,0.110984267,0.0 + 0.0im,0.9817386349999999,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-8398-bus-8399-i_10572,true,bus-8398,8398,bus-8399,8399,0.00276557094,0.100888028,0.0 + 0.0im,1.08,230.0,66.0,230.0,66.0,0,0,0.0,0.0
bus-8423-bus-8424-i_10587,true,bus-8423,8423,bus-8424,8424,0.0103846758,0.259616895,0.0 + 0.0im,0.419513933,230.0,115.0,230.0,115.0,0,0,0.0,0.0
bus-7799-bus-7798-i_10256,true,bus-7799,7799,bus-7798,7798,0.0217825809,0.544564523,0.0 + 0.0im,0.2,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8521-bus-8520-i_10639,true,bus-8521,8521,bus-8520,8520,0.020259136,0.506478401,0.0 + 0.0im,0.43007916799999996,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8458-bus-8457-i_10604,true,bus-8458,8458,bus-8457,8457,0.0034751091,0.128023019,0.0 + 0.0im,1.14,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-8656-bus-8655-i_10708,true,bus-8656,8656,bus-8655,8655,0.0103036866,0.257592165,0.0 + 0.0im,0.422811403,115.0,66.0,115.0,66.0,0,0,0.0,0.0
bus-7761-bus-7760-i_10235,true,bus-7761,7761,bus-7760,7760,0.029176668,0.7294167,0.0 + 0.0im,0.2,500.0,230.0,500.0,230.0,0,0,0.0,0.0
bus-7920-bus-7919-i_10319,true,bus-7920,7920,bus-7919,7919,0.00484536136,0.168056301,0.0 + 0.0im,0.8683956150000001,500.0,230.0,500.0,230.0,0,0,0.0,0.0
bus-8460-bus-8459-i_10605,true,bus-8460,8460,bus-8459,8459,0.00141157101,0.059660119,0.0 + 0.0im,1.82650496,115.0,66.0,115.0,66.0,0,0,0.0,0.0
